pubmedID,title,keywords,authors,abstracts,label1,label2
10073329,Pharmacokinetics of an oral once-a-day controlled-release oxybutynin formulation compared with immediate-release oxybutynin.,"Administration, Oral; Aged; Area Under Curve; Cholinergic Antagonists; Circadian Rhythm; Cross-Over Studies; Delayed-Action Preparations; Dose-Response Relationship, Drug; Drug Administration Schedule; Female; Humans; Mandelic Acids; Metabolic Clearance Rate; Middle Aged; Urinary Incontinence; Xerostomia","Gupta, S K; Sathyan, G","Oxybutynin is used for the treatment of urge urinary incontinence. In this randomized, open-label, two-way crossover, multiple-dose study, the pharmacokinetics of a once-daily, controlled-release formulation, OROS oxybutynin chloride, was compared with that of immediate-release (IR) oxybutynin (Ditropan). Thirteen healthy female volunteers received three 5 mg OROS oxybutynin chloride tablets once daily for 4 days or IR oxybutynin 5 mg administered every 8 hours for 4 days. On day 1, with OROS oxybutynin chloride, mean plasma concentrations rose slowly over approximately 6 hours following dosing (mean Cmax 4.2 ng/mL) and remained fairly constant over the 24-hour dosing interval, whereas with IR oxybutynin, mean plasma concentrations rose rapidly within the first hour after dosing (mean Cmax 12.0 ng/mL), then declined. The mean oxybutynin degree of fluctuation was much lower for OROS oxybutynin chloride (78%) than for IR oxybutynin (371%). For both formulations, the plasma concentration-time profiles for the metabolite N-desethyloxybutynin paralleled those of oxybutynin but at higher concentrations. Steady-state oxybutynin concentrations were achieved by day 3 for both formulations. Mean area under the concentration-time curve (AUC) values for both oxybutynin and its metabolite were similar between day 1 and day 4 for each treatment, suggesting time-invariant pharmacokinetics. With OROS oxybutynin chloride, mean relative bioavailability was higher (153%) for oxybutynin and lower (69%) for N-desethyloxybutynin compared with IR oxybutynin. This increased bioavailability may be due to reduced first-pass metabolism; within 3 to 5 hours after dosing, OROS systems are thought to reach the colon, where cytochrome P450-mediated oxidation (oxybutynin's primary metabolic pathway) may be less extensive than in the small intestine. Fewer subjects reported any adverse event with OROS oxybutynin chloride than with IR oxybutynin (including dry mouth, oxybutynin's most frequently reported anticholinergic adverse effect).",I,8
10079651,New drugs of 1998.,Drug Approval; Drug Interactions; Drug Labeling; Drug-Related Side Effects and Adverse Reactions; Humans; Pharmaceutical Preparations; Pharmacokinetics; United States; United States Food and Drug Administration,"Hussar, D A","To provide information regarding the most important properties of the new therapeutic agents marketed in 1998.; Published studies, drug information reference sources, and product labeling.; In 1998, 44 new therapeutic agents were marketed. The indications and information on dosage and administration for each new agent are reviewed, as are the most important pharmacokinetic properties, adverse events, drug interactions, and other precautions. Practical considerations for the use of the new agents are also discussed. Where possible, the properties of the new drugs are compared with those of older drugs marketed for the same indications.; A number of the new therapeutic agents marketed in 1998 have important advantages over older medications. An understanding of the properties of these agents is important for the pharmacist to effectively counsel patients about their use and to serve as a valuable source of information for other health professionals regarding these drugs.",E,E
10160084,A review of the quality-of-life aspects of urinary urge incontinence.,Aged; Female; Humans; Male; Prevalence; Quality of Life; Urinary Incontinence,"Lenderking, W R; Nackley, J F; Anderson, R B; Testa, M A","Urinary incontinence (UI) is prevalent and costly, occurring in 15 to 30% of the US population over the age of 60 years. Among people aged 15 to 64 years, UI occurs in 1.5 to 5% of men and 10 to 25% of women. Severe incontinence occurs in 6% of the general US population, and it is estimated that $US10 billion per year is spent in direct costs alone on care for these patients. This review presents a description of the various types of UI and describes the prevalence and costs of the condition. In addition, 3 approaches to assessing the impact of UI on quality of life are discussed, namely generic measures, disease-specific measures and qualitative approaches. We also review papers on UI and sexual functioning, UI in men, and some aspects of treatment. The review was conducted in the process of developing a new disease-specific measure for urinary urge incontinence (UUI). In general, the literature suggests that UUI has a greater impact than stress incontinence on quality of life, and that UI affects social and psychological functioning more than physical functioning. Only in a minority of individuals is the impact of UI disabling; however, most individuals with UI show significant reduction in their social functioning. Several studies suggest that the impact of UI is not solely a function of its severity, but also depends on individual coping abilities. Some studies also indicate that the social problems associated with UI grow with time, but it is not clear if that is a function of increasing severity of the condition, or the particular adaptations required for coping with this problem. An important distinction appears to be the ability of individuals to avoid public notice of their condition because of uncontrolled accidents. In summary, there is a need for a new measure of the quality-of-life impact of UUI that is based on the literature and on in-depth interviews with patients.",E,E
10190648,"Tolterodine does not affect the human in vivo metabolism of the probe drugs caffeine, debrisoquine and omeprazole.","Adult; Anti-Ulcer Agents; Antihypertensive Agents; Benzhydryl Compounds; Caffeine; Central Nervous System Stimulants; Cresols; Cross-Over Studies; Cytochromes; Debrisoquin; Drug Interactions; Humans; Male; Muscarinic Antagonists; Omeprazole; Phenylpropanolamine; Polymorphism, Genetic; Tolterodine Tartrate; Urinary Bladder Diseases","Brynne, N; B枚ttiger, Y; Hall茅n, B; Bertilsson, L","To investigate the in vivo effect of treatment with tolterodine on debrisoquine 4-hydroxylation (an index of CYP2D6 activity), omeprazole 5-hydroxylation (CYP2C19), omeprazole sulphoxidation (CYP3A4) and caffeine N3-demethylation (CYP1A2).; Twelve healthy male volunteers (eight extensive metabolisers [EMs] and four poor metabolisers [PMs] with respect to CYP2D6) received 4 mg tolterodine L-tartrate orally twice daily for 6 days. All subjects were EMs with respect to CYP2C19. The subjects received single oral doses of debrisoquine (10 mg), omeprazole (20 mg) and caffeine (100 mg) for determination of the appropriate metabolic ratios (MR). The drugs were given on separate consecutive days, before, during and after the co-administration of tolterodine.; Mean serum tolterodine concentrations were 5-10 times higher in PMs than in EMs. Serum concentrations of the active 5-hydroxymethyl metabolite of tolterodine, 5-HM, were not quantifiable in PMs. The mean MR of debrisoquine (95% confidence interval) during tolterodine treatment was 0.50 (0.25-0.99) and did not differ statistically from the values before [0.49 (0.20-1.2)] and after tolterodine administration [0.46 (0.14-1.6)] in EMs. The mean MR of omeprazole hydroxylation and sulphoxidation or caffeine metabolism were not changed in the presence of tolterodine in either EMs or PMs. Debrisoquine and caffeine had no significant effect on the AUC(1,3 h) of either tolterodine or 5-HM, but during omeprazole administration small decreases (13-19%) in these parameters were seen.; Tolterodine, administered at twice the expected therapeutic dosage, did not change the disposition of the probe drugs debrisoquine, omeprazole and caffeine and thus had no detectable effect on the activities of CYPs 2D6, 2C19, 3A4 and 1A2. Alteration of the metabolism of substrates of these enzymes by tolterodine is unlikely to occur.",I,8
10193658,Pharmacological effects of tolterodine on human isolated urinary bladder.,"Aged; Benzhydryl Compounds; Benzilates; Calcium Chloride; Carbachol; Cresols; Dose-Response Relationship, Drug; Electric Stimulation; Female; Humans; In Vitro Techniques; Male; Mandelic Acids; Muscarinic Agonists; Muscarinic Antagonists; Muscle Contraction; Muscle, Smooth; Parasympatholytics; Phenylpropanolamine; Potassium Chloride; Tolterodine Tartrate; Urinary Bladder","Yono, M; Yoshida, M; Wada, Y; Kikukawa, H; Takahashi, W; Inadome, A; Seshita, H; Ueda, S","Tolterodine, (R)-N,N-diisopropyl-3-(2-hydroxy-5-methylphenyl)-3-phenylpropanamine+ ++, is an antimuscarinic drug developed for the treatment of overactive bladder with symptoms of frequency, urgency and urge incontinence. We investigated the effects of tolterodine and its major active metabolite, DD 01 (PNU-200577), (R)-N,N-diisopropyl-3-(2-hydroxy-5-hydroxymethylphenyl)-3-phenylpropa namine, on the contractions induced by carbachol, KCl, CaCl2 and electrical field stimulation in human isolated urinary bladder smooth muscles, using the muscle bath technique. Specimens of human urinary bladder were obtained from 20 patients who underwent total cystectomy due to malignant bladder tumor. The detrusor preparations were taken from the intact part of the dome region of the bladder. Carbachol (10(-9)-10(-2) M) caused concentration-dependent contraction of human detrusor smooth muscles. Tolterodine (10(-9)-10(-6) M), DD 01 (10(-9)-10(-6) M), oxybutynin (10(-8)-10(-6) M), propiverine (10(-8)-10(-6) M), atropine (10(-9)-10(-6) M), pirenzepine (10(-8)-10(-5) M), methoctramine (10(-8)-10(-5) M) and 4-diphenylacetoxy-N-methylpiperidine (4-DAMP) (10(-9)-10(-6) M) caused typical shifts to the right of the concentration-response curves for carbachol, except for higher concentrations (10(-5) M) of oxybutynin and propiverine, which caused a decrease of about 30% of the maximum contractile responses to carbachol. All the slopes of the regression lines of Schild plots were close to unity, and the rank order of pA2 values was: atropine = DD 01 = tolterodine = 4-DAMP = oxybutynin > propiverine = pirenzepine > methoctramine. Tolterodine (10(-9)-10(-6) M) and DD 01 (10(-9)-10(-6) M) did not inhibit the KCl-induced (80 mM) and CaCl2-induced (5 mM) contractions, while oxybutynin (10(-8)-10(-5) M) and propiverine (10(-8)-10(-5) M) significantly inhibited the contractions. Electrical field stimulation (2-60 Hz) caused frequency-dependent contraction of human detrusor smooth muscles, which were significantly inhibited by various drugs. In the presence of 10(-6) M atropine, tolterodine and DD 01 did not inhibit the residual contractions induced by electrical field stimulation at any of the frequencies, while oxybutynin (10(-5) M) and propiverine (10(-5) M) significantly inhibited the atropine-resistant part of the contractions. The results suggest that the inhibitory effects of tolterodine and DD 01 are mediated only by their antimuscarinic action, which is equal to that of oxybutynin and significantly greater than that of propiverine, and that tolterodine and DD 01 have neither Ca2+ channel antagonist action nor inhibitory effect on the atropine-resistant part of the contractions in human detrusor smooth muscles. These findings support the usefulness of tolterodine as a therapeutic drug for overactive bladder with symptoms of frequency, urgency and urge incontinence.",E,E
10206324,Serum protein binding of tolterodine and its major metabolites in humans and several animal species.,"Adult; Animals; Benzhydryl Compounds; Cats; Cresols; Dogs; Erythrocytes; Female; Humans; Kinetics; Male; Mice; Middle Aged; Muscarinic Antagonists; Orosomucoid; Phenylpropanolamine; Protein Binding; Rabbits; Rats; Rats, Sprague-Dawley; Serum Albumin; Species Specificity; Tolterodine Tartrate","P氓hlman, I; Gozzi, P","The aim of this study was to determine in vitro protein binding of tolterodine and its 5-hydroxymethyl (5-HM) and N-dealkylated metabolites in serum from humans and several animal species at concentrations similar to those obtained in clinical and preclinical studies. Binding of tolterodine and the two metabolites to human serum albumin and alpha1-acid glycoprotein (AAG) was also assessed, as was binding of tolterodine to red blood cells. Ex vivo protein binding of tolterodine and 5-HM was determined in serum samples from healthy volunteers treated with oral tolterodine 4 mg twice daily for 8 days. Tolterodine exhibited high protein binding in human serum; the unbound fraction (f(u)) was 3.7%. The unbound fraction of tolterodine in cat and dog serum (1.5 and 2.1%, respectively) was lower compared with human serum; f(u) was higher in the other species investigated (rat, 22%; mouse, 16-17%; rabbit, 39%). The unbound fraction of 5-HM was much higher in serum from humans (36%) and all animal species investigated (mouse, 72%; rabbit, 68%; cat, 32%; dog, 45%). Binding of N-dealkylated tolterodine to proteins in human serum was intermediate (f(u) 14%). AAG was the major binding protein for tolterodine and 5-HM, and the degree of binding increased with increasing concentration of the protein. The association constant of 5-HM for AAG was lower than that of tolterodine (1.3 x 10(5) M(-1) versus 2.1 x 10(6) M(-1)). The blood:plasma tolterodine concentration ratio was 0.6 in both humans and dog; thus, a minor fraction of tolterodine was present in red blood cells compared with plasma (0.18 and 0.36, respectively). In the mouse, tolterodine was equally present in blood and plasma. In ex vivo samples, f(u) values for tolterodine (pH adjusted) varied between 1.6 and 4.9% (mean 2.8%), which could be explained by differences in AAG concentrations. There was good correlation between observed f(u) values for tolterodine and those predicted on the basis of AAG levels. Similar findings were observed for 5-HM.",E,E
10210394,Clinical efficacy and safety of tolterodine compared to placebo in detrusor overactivity.,"Adult; Aged; Aged, 80 and over; Benzhydryl Compounds; Cresols; Double-Blind Method; Female; Humans; Male; Middle Aged; Muscarinic Antagonists; Phenylpropanolamine; Tolterodine Tartrate; Urinary Incontinence","Millard, R; Tuttle, J; Moore, K; Susset, J; Clarke, B; Dwyer, P; Davis, B E","We evaluated the efficacy, patient acceptability and side effect profile of tolterodine, a new antimuscarinic agent for treating bladder overactivity.; In our randomized, placebo controlled, parallel group study 123, 129 and 64 patients 18 years old or older with proved detrusor overactivity (idiopathic detrusor instability or detrusor hyperreflexia) were randomized to receive 1 or 2 mg. tolterodine, or placebo, respectively, twice daily for 12 weeks. Main outcome measures were number of voids per 24 hours, urine volume per void and episodes of urge incontinence per 24 hours on a frequency-volume chart with detailed recording of side effects.; After 12 weeks of treatment mean number of voids per 24 hours plus or minus standard deviation decreased from 11.2 +/- 3.1 to 9.0 +/- 2.6 with the 2 mg. dosage (p = 0.0045 versus placebo). At this dose mean urine volume per void increased from 155 +/- 52 to 190 +/- 70 ml. (p <0.0001 versus placebo), while mean number of incontinence episodes per 24 hours decreased from 3.6 +/- 4.0 to 1.8 +/- 3.1 (p = 0.19 versus placebo). Similar efficacy was observed in patients receiving the 1 mg. dose. Severe dry mouth was reported by only 2, 1 and 2% of patients given the 1 and 2 mg. dose, and placebo, respectively. There was no clinical or electrocardiographic evidence of significant cardiac adverse events.; Tolterodine administration resulted in a significant decrease in the frequency of voiding and improved voided volume but it was seldom associated with troublesome or severe side effects.",I,I
10221366,"Tolterodine, a new antimuscarinic drug for treatment of bladder overactivity.",Benzhydryl Compounds; Cholinergic Antagonists; Clinical Trials as Topic; Cresols; Drug Evaluation; Humans; Mandelic Acids; Muscarinic Antagonists; Phenylpropanolamine; Tolterodine Tartrate; Urinary Incontinence; Urination Disorders,"Guay, D R","Tolterodine is a nonsubtype selective antimuscarinic agent recently approved as therapy in patients with overactive bladder with symptoms of urinary frequency, urgency, or urge incontinence. It acts by muscarinic receptor blockade in the bladder wall and detrusor muscle. Despite short terminal disposition half-lives of 2-3 and 3-4 hours for tolterodine and its active 5-hydroxy metabolite, respectively, twice/day dosing is effective due to the drug's prolonged pharmacodynamic effects. Dosage adjustment is recommended in the presence of hepatic impairment and during concurrent therapy with drugs that inhibit cytochrome P450 2D6 and 3A4 isozymes. Tolterodine significantly reduces clinically relevant end points such as number of micturitions and number of incontinence episodes/day. In general, it is superior to placebo and equivalent to oxybutynin in this regard. As might be expected from its pharmacologic profile, the principal adverse effects of the drug are anticholinergic. In clinical trials, tolterodine was tolerated significantly better than oxybutynin. Its relative merits as a first- or second-line agent for patients intolerant of oxybutynin are unclear. Until pharmacoeconomic analyses are conducted that clearly justify use of this more expensive agent, tolterodine is perhaps best reserved for patients who are intolerant of or fail oxybutynin therapy.",E,E
10223495,Tolterodine in the treatment of overactive bladder: analysis of the pooled phase II efficacy and safety data.,Adolescent; Adult; Aged; Benzhydryl Compounds; Cresols; Double-Blind Method; Drug Administration Schedule; Female; Humans; Male; Middle Aged; Muscarinic Antagonists; Phenylpropanolamine; Tolterodine Tartrate; Urinary Bladder Diseases; Urodynamics,"Larsson, G; Hall茅n, B; Nilvebrant, L","To summarize the efficacy and safety of tolterodine from the pooled data of four multicenter, randomized, double-blind, placebo-controlled, dose-ranging, parallel-group Phase II studies in patients with urodynamically proved overactive bladder (detrusor instability or detrusor hyperreflexia) and to analyze the concentration-effect relation.; After a 1-week run-in period to establish baseline values, 319 patients were randomized to receive placebo or tolterodine 0.5, 1, 2, or 4 mg twice daily. Micturition diary and urodynamic variables and subjective urinary symptoms were assessed after 2 weeks of treatment. Patients were classified as ""extensive"" or ""poor"" metabolizers of tolterodine on the basis of serum levels of tolterodine.; A per-protocol analysis of efficacy in 262 patients showed dose-related improvements in micturition diary and urodynamic variables. A dosage of 4 mg twice daily was, however, associated with an increase in residual urinary volume. The incidence of adverse events (mainly mild or moderate antimuscarinic effects) was comparable between placebo and tolterodine dosages of 2 mg twice daily. No serious drug-related adverse events were observed, and tolterodine had no clinically significant impact on electrocardiographic or laboratory findings. Changes in urodynamic variables were found to be related to the sum of unbound serum concentrations of tolterodine and its major active 5-hydroxymethyl metabolite. In poor and extensive metabolizers of tolterodine, exposure to the sum of these active moieties was similar, and the efficacy and safety profiles were comparable.; The results of this pooled data analysis indicate that tolterodine offers an effective treatment for patients with urinary symptoms attributable to overactive bladder. The optimal dosage is 1 to 2 mg twice daily, irrespective of metabolic phenotype.",E,E
10233562,Review. Quality-of-life aspects of the overactive bladder and the effect of treatment with tolterodine.,Adult; Aged; Benzhydryl Compounds; Clinical Trials as Topic; Cresols; Female; Humans; Male; Middle Aged; Muscarinic Antagonists; Phenylpropanolamine; Quality of Life; Tolterodine Tartrate; Urinary Bladder Diseases; Urinary Incontinence,"Kobelt, G; Kirchberger, I; Malone-Lee, J",NA,I,8
