pubmedID,title,keywords,authors,abstracts,label1,label2
10022678,Multiple sclerosis and the urologist.,"Female; Humans; Intestinal Diseases; Male; Multiple Sclerosis; Sexual Dysfunction, Physiological; Urodynamics; Urologic Diseases","Litwiller, S E; Frohman, E M; Zimmern, P E","We provide an updated reference detailing the neurological and urological state of the art approach to multiple sclerosis (MS) with special emphasis on the pathology and physiology, effects on the genitourinary tract, diagnostic evaluation, and treatment of neurological and urological manifestations.; A MEDLINE computerized reference search and manual bibliography review were performed to find pertinent peer reviewed articles on the neurological and urological manifestations and treatment of MS. A meta-analysis was performed on the urodynamic findings of 22 studies involving 1,882 patients from well-defined MS populations.; The majority of patients with MS have genitourinary symptoms ranging from urgency, urge incontinence and frequency to urinary retention. Symptoms do not accurately reflect the underlying urological pathology but parallel pyramidal tract dysfunction. Urodynamic evaluation has an important role in determining proper bladder management. The most common urodynamic finding is detrusor hyperreflexia in 62% of these patients, followed by detrusor-sphincter dyssynergia in 25% and hypocontractility in 20%. Less than 1% of patients has renal deterioration and most may be treated with conservative measures. If conservative measures fail, new forms of bladder reconstruction and diversion may be effectively used. The incidence of sexual dysfunction is up to 80% in men and 72% in women, and treatment focuses on improvement of overall disability and erectile or orgasmic function.; Although the genitourinary consequences of MS are rarely life threatening, they can cause significant morbidity and patient frustration. With the rapid advances in the medical management of MS the urologist should be actively involved in multispecialty treatment of these patients.",E,E
10023116,An audit of the perceived efficacy and tolerability of gabapentin therapy in an out-patient cohort with chronic epilepsy.,"Acetates; Adult; Ambulatory Care; Amines; Anticonvulsants; Chronic Disease; Cohort Studies; Cyclohexanecarboxylic Acids; Dose-Response Relationship, Drug; Epilepsy; Female; Follow-Up Studies; Humans; Male; Medical Audit; Retrospective Studies; Treatment Outcome; gamma-Aminobutyric Acid","Langan, Y; Duncan, J S; Sander, J W","A retrospective audit of the perceived efficacy and tolerability of adjunctive gabapentin (GBT) therapy in patients with intractable epilepsy was carried out. The case-notes of 263 consecutive patients attending a tertiary referral centre in whom GBT had been added to concomitant anti-epileptic drugs were reviewed. There were 119 males (45%); the median age was 35 years (range 15-81 years) and the median duration of epilepsy was 20 years. The median dose of GBT administered was 1,600 mg (range 300-4,800 mg). Twenty-nine patients (11%) had a reduction in seizure frequency of greater than 50% and 7 (3%) achieved seizure freedom of 6 months' duration at least while taking GBT. Side-effects were reported by 169 patients (61%) and in 40 (15%) an increase in seizure frequency of 50% occurred, this being the commonest reason for GBT withdrawal. The median duration of treatment was 4 months (range 0.03-47 months). Ten patients, in whom GBT therapy had proven ineffective in doses of 900-1,800 mg, were rechallenged with doses of 300-4,800 mg. One individual experienced a 50% reduction in seizure frequency and 1 an increase in seizures of at least 50%. GBT was generally well tolerated at high doses and rechallenge of a small number with GBT in doses up to 4,800 mg did not result in further improvement in seizure frequency in the majority.",E,E
10025697,Intraurethral stent prosthesis in spinal cord injured patients with sphincter dyssynergia.,"Electromyography; Follow-Up Studies; Humans; Postoperative Complications; Spinal Cord Injuries; Stents; Urethra; Urinary Bladder, Neurogenic; Urinary Catheterization; Urodynamics","Juan Garc铆a, F J; Salvador, S; Montoto, A; Lion, S; Balvis, B; Rodr铆guez, A; Fern谩ndez, M; S谩nchez, J","This study is an analysis of the Memotherm prosthesis in spinal cord injured patients with Detrusor-external sphincter dyssynergia (DESD). Twenty-four patients were evaluated urodynamically before and after placement of the intraurethral stent prosthesis. All the patients had been chronically managed with an indwelling urinary catheter, intermittent catheterization or condom catheters. Sixty-six per cent had history of recurrent urinary tract infection, 37% had symptoms of autonomic dysreflexia. Nine patients had previous external sphincterotomy. Follow-up ranged from 3 39 months (mean 15.4 months). After stent insertion all patients were able to achieve spontaneous reflex voiding with the use of condom catheter. Postoperative urodynamics parameters bladder leak point pressure and residual urine volume decreased significantly after stent insertion. Stent insertion was accomplished without any operative complications. In four patients stent migration (16%) required telescoping a new system over the migrated stent. In two patients the stent was removed because of problems of infection and calculus formation. In conclusion, this system (Memotherm) is an attractive, and potentially reversible treatment for DESD in SCI patients.",E,E
10030776,Use of transdermal amitriptyline gel in a patient with chronic pain and depression.,"Administration, Cutaneous; Adult; Amitriptyline; Antidepressive Agents, Tricyclic; Chronic Disease; Depression; Gels; Humans; Inflammatory Bowel Diseases; Male; Pain","Scott, M A; Letrent, K J; Hager, K L; Burch, J L",A man with severe inflammatory bowel disease suffered from chronic abdominal pain and depression. A transdermal amitriptyline gel preparation was compounded since he was unable to take drugs orally Serum concentrations of amitriptyline and its active metabolite nortriptyline were measured over 24 hours. Symptoms of depression were monitored before starting transdermal therapy and at the end of 6 weeks. Pain symptoms and amitriptyline adverse drug events were monitored daily Steady-state serum concentrations of drug and metabolite were within the therapeutic range over 24 hours. The patient reported that his mood was improved but his abdominal pain remained unchanged. Transdermal amitriptyline gel was well tolerated and is an alternative delivery system in patients unable to take drugs orally.,E,E
10048871,More states endorse medical marijuana use; researchers note ill effects.,Alaska; Arizona; Cannabis; Drug Approval; Humans; Nevada; Oregon; State Government; United States; Washington,NA,NA,E,E
10051059,Olanzapine serum concentrations in psychiatric patients given standard doses: the influence of comedication.,Adolescent; Adult; Antipsychotic Agents; Benzodiazepines; Cytochrome P-450 CYP2D6 Inhibitors; Drug Interactions; Drug Monitoring; Enzyme Inhibitors; Female; Humans; Male; Middle Aged; Pirenzepine; Psychotic Disorders,"Olesen, O V; Linnet, K","We recorded steady state serum concentrations of olanzapine in 56 psychiatric patients under routine conditions. Twenty-two patients (39%) underwent monotherapy; the rest received additional psychotropic drugs. Doses were given once daily in the evening, and serum olanzapine levels were measured 12 hours later. For the whole group, the concentration-to-dose ratio (C/D) varied 26-fold, with a median value of 4.8 (nmol/L)/(mg/24 hours), but 80% of the patients had C/D values within the range 2 to 10 (nmol/L)/(mg/24 hours). All but three patients received standard doses (5-20 mg/24 hours), of whom 80% had serum concentrations of olanzapine within the range 22 to 146 nmol/L. Patients comedicated with potential inhibitors of CYP2D6 and other drugs displayed a median C/D approximately 40% higher than the group undergoing monotherapy. Patients comedicated with carbamazepine had a median C/D 36% lower than that of the monotherapy group. Therefore, the serum concentration range (12-hour values) of 25 to 150 nmol/L can be expected for patients receiving a standard daily dose.",E,E
10065917,The analgesic effects of selective serotonin reuptake inhibitors.,"Analgesics, Non-Narcotic; Chronic Disease; Controlled Clinical Trials as Topic; Diabetic Neuropathies; Fibromyalgia; Headache; Humans; Migraine Disorders; Serotonin Uptake Inhibitors","Smith, A J","This paper endeavours to provide a critical clinical review of the use of selective serotonin reuptake inhibitors (SSRIs) in the management of pain. Case reports, placebo-controlled trials and trials comparing SSRIs with tricyclic antidepressants (TCAs) are considered. The analgesic effects of TCAs are well known and this review suggests that there is little evidence for their replacement by SSRIs in pain management. There are, at present, too few comparative drug trials to make a definitive statement, although the trend is clearly against SSRIs.",E,E
10066875,Poststroke pruritus.,Aged; Cerebrovascular Disorders; Female; Humans; Male; Pruritus,"Kimyai-Asadi, A; Nousari, H C; Kimyai-Asadi, T; Milani, F",NA,E,E
10069613,Spinal cord compression by catheter granulomas in high-dose intrathecal morphine therapy: case report.,"Catheterization; Decompression, Surgical; Dose-Response Relationship, Drug; Granuloma, Foreign-Body; Humans; Injections, Spinal; Morphine; Muscle Spasticity; Spinal Cord Compression","Langsam, A",NA,E,E
10083964,Aggressive pharmacologic treatment of pain.,"Analgesics, Opioid; Anti-Inflammatory Agents, Non-Steroidal; Anticonvulsants; Antidepressive Agents; Chronic Disease; Humans; Muscle Relaxants, Central; Pain","Pappagallo, M","In this article, the author outlines the pharmacology of nociception and discusses the two major classes of drugs used for pain control: opioids and nonopioid analgesics. In order to provide satisfactory pain relief and prevent the possible sequelae of untreated pain, physicians must possess both knowledge and expertise in the use of opioid and nonopioid analgesics. Opioid analgesics have been underused in the management of pain. Opioids have a higher analgesic potency and wider range of indications than any of the other currently available medications for pain control. The second class of drugs, the nonopioid analgesics and adjuvants, has recently expanded to include new and potentially beneficial medications. This article furthers the understanding on how to use analgesics for a prompt, safe, and effective pharmacologic treatment of acute and chronic pain.",E,E
